EmployeeNumber,cluster_kmedoids_gower,cluster_hierarquico_gower,cluster_kmeans,cluster_dbscan,cluster_gmm
1583,1,1,0,0,1
1585,1,1,0,0,1
1586,1,1,0,0,0
1587,1,1,0,0,0
1588,0,1,0,0,1
1590,1,1,0,0,0
1591,0,1,1,0,1
1592,1,1,0,0,0
1594,0,1,0,0,0
1595,1,1,1,0,1
1596,0,1,0,0,0
1597,0,1,0,0,0
1598,0,1,0,0,1
1599,1,1,0,0,0
1601,1,1,0,0,0
1602,0,1,1,0,1
1604,1,1,0,0,0
1605,1,1,0,0,0
1606,0,1,1,0,0
1607,1,1,0,0,0
1608,1,1,1,0,1
1609,1,1,0,0,0
1611,1,1,0,0,0
1612,0,1,0,0,1
1613,0,1,0,0,1
1614,1,1,0,0,0
1615,0,1,0,0,0
1617,1,1,0,0,0
1618,0,1,0,0,0
1619,0,1,0,0,0
1621,0,1,1,0,0
1622,1,1,0,0,0
1623,1,1,0,0,0
1624,1,1,0,0,1
1625,1,1,1,0,1
1627,0,1,0,0,0
1628,0,1,1,0,0
1630,0,1,1,0,0
1631,0,1,0,0,0
1633,1,1,0,0,0
1635,0,1,0,0,0
1638,1,1,0,0,0
1639,0,1,1,0,1
1640,1,1,0,0,0
1641,1,1,0,0,0
1642,0,1,0,-1,1
1644,0,1,1,0,1
1645,0,1,0,0,1
1646,1,1,0,0,0
1647,1,1,0,0,0
1648,1,1,0,0,0
1649,1,1,0,0,0
1650,0,1,0,0,1
1651,1,1,0,0,0
1653,0,1,0,0,0
1654,0,1,0,0,0
1655,1,1,1,0,1
1656,0,1,1,0,1
1657,1,1,0,0,1
1658,1,1,0,0,0
1659,1,1,0,0,0
1661,0,1,1,0,0
1662,1,1,0,0,0
1664,0,1,0,0,0
1665,1,1,1,0,1
1666,0,1,1,0,1
1667,0,1,0,0,1
1668,0,1,0,0,0
1669,0,1,0,0,1
1670,0,1,0,0,1
1671,0,1,0,0,0
1673,0,1,0,0,1
1674,1,1,0,0,0
1675,1,1,0,0,0
1676,0,1,1,0,1
1677,0,1,1,0,1
1678,0,1,0,0,1
1680,0,1,0,0,1
1681,0,1,0,0,1
1682,0,1,0,0,0
1683,1,1,0,-1,1
1684,1,1,0,0,0
1687,1,1,0,0,0
1689,0,1,0,0,0
1691,0,1,0,0,1
1692,1,1,0,0,0
1693,1,1,0,0,0
1694,1,1,0,0,0
1696,0,1,0,0,0
1697,1,1,0,0,0
1698,0,1,0,0,0
1700,0,1,0,0,1
1701,1,1,0,0,0
1702,0,1,0,0,1
1703,0,1,1,0,0
1704,1,1,0,0,0
1706,0,1,0,0,1
1707,1,1,0,0,0
1708,0,1,1,0,1
1709,1,1,0,0,0
1710,0,1,0,0,1
1712,0,1,1,0,0
1714,0,1,0,-1,1
1716,0,1,1,0,1
1718,1,1,0,0,0
1719,1,1,1,0,1
1720,1,1,0,0,0
1721,1,1,0,0,0
1722,0,1,0,-1,1
1724,1,1,0,0,0
1725,1,1,0,0,0
1727,1,1,0,0,0
1728,0,1,0,0,0
1729,1,1,0,0,0
1731,0,1,0,0,1
1732,0,1,0,0,1
1733,0,1,0,0,1
1734,0,1,0,0,1
1735,1,1,0,0,0
1736,1,1,0,0,0
1737,0,1,0,0,0
1739,0,1,0,0,1
1740,0,1,1,0,1
1744,1,1,0,-1,1
1745,1,1,0,0,0
1746,0,1,0,0,1
1747,1,1,0,-1,1
1749,0,1,0,0,1
1751,1,1,0,0,0
1752,1,1,0,0,1
1753,1,1,0,0,0
1754,0,1,0,0,1
1755,1,1,0,0,0
1756,0,1,0,0,1
1757,1,1,0,0,1
1758,1,1,0,0,1
1760,1,1,0,0,0
1761,0,1,0,0,1
1762,1,1,0,0,0
1763,0,1,0,0,0
1764,1,1,0,0,0
1766,0,1,0,0,0
1767,1,1,0,0,0
1768,1,1,0,0,0
1770,0,1,1,0,1
1771,1,1,0,0,0
1772,1,1,0,0,0
1774,0,1,0,0,1
1775,1,1,1,0,0
1778,1,1,0,0,1
1779,0,1,0,0,1
1780,1,1,0,0,1
1782,1,1,0,0,0
1783,1,1,0,0,0
1784,0,1,0,0,1
1786,1,1,1,0,1
1787,0,1,0,0,1
1789,0,1,1,0,1
1790,0,1,1,0,0
1792,1,1,0,0,0
1794,0,1,0,-1,1
1797,0,1,0,0,1
1798,0,1,0,0,0
1799,1,1,0,0,0
1800,1,1,1,0,1
1801,0,1,0,0,1
1802,1,1,0,0,0
1803,1,1,0,0,0
1804,0,1,0,0,0
1805,0,1,0,-1,1
1807,0,1,0,0,0
1809,1,1,0,0,0
1812,0,1,0,0,1
1813,1,1,0,0,0
1814,1,1,0,0,0
1815,0,1,1,0,1
1816,1,1,0,0,0
1818,1,1,0,-1,1
1821,0,1,1,0,0
1822,1,1,0,0,0
1823,0,1,0,0,1
1824,0,1,1,0,1
1826,1,1,0,0,0
1827,0,1,1,0,0
1829,0,1,0,0,0
1830,1,1,0,0,0
1833,0,1,0,0,1
1834,1,1,0,0,0
1835,0,1,0,0,1
1836,0,1,0,0,1
1837,0,1,1,0,1
1839,1,1,0,0,0
1842,1,1,0,-1,1
1844,1,1,0,-1,1
1845,0,1,0,0,1
1847,1,1,0,0,0
1849,0,1,0,0,1
1850,1,1,0,0,0
1852,0,1,0,0,0
1853,0,1,0,0,1
1854,0,1,0,0,0
1856,1,1,0,0,0
1857,0,1,1,0,0
1858,0,1,0,0,1
1859,0,1,0,0,0
1860,1,1,0,0,0
1862,0,1,0,0,1
1863,0,1,1,0,1
1864,0,1,0,0,1
1865,1,1,0,0,1
1866,1,1,1,0,1
1867,0,1,1,0,1
1868,1,1,0,0,0
1869,0,1,0,0,1
1870,1,1,0,0,0
1871,1,1,0,0,0
1873,1,1,0,0,0
1875,1,1,0,0,1
1876,1,1,0,0,1
1878,1,1,0,0,0
1880,0,1,0,0,1
1881,1,1,0,0,0
1882,0,1,0,0,1
1883,1,1,0,0,0
1885,1,1,0,0,0
1886,1,1,0,0,0
1888,1,1,0,0,0
1890,1,1,0,-1,1
1892,0,1,1,0,1
1893,1,1,0,0,0
1898,0,1,0,0,1
1900,0,1,1,0,1
1903,0,1,0,0,0
1905,1,1,0,0,0
1907,1,1,0,0,0
1908,0,1,0,0,1
1909,0,1,0,0,1
1911,0,1,1,0,1
1912,0,1,0,0,1
1915,0,1,0,0,1
1916,1,1,0,0,0
1918,0,1,0,0,0
1922,1,1,0,0,0
1924,0,1,0,0,1
1927,0,1,0,0,1
1928,1,1,0,0,1
1929,0,1,0,0,1
1931,1,1,0,0,0
1932,0,1,0,0,0
1933,1,1,0,0,1
1934,0,1,0,0,0
1935,0,1,0,0,1
1936,0,1,0,0,0
1937,1,1,0,0,0
1938,1,1,1,0,1
1939,1,1,0,0,0
1940,1,1,0,0,0
1941,0,1,1,0,1
1943,0,1,0,0,1
1944,1,1,0,-1,1
1945,0,1,0,0,1
1947,1,1,0,0,0
1948,1,1,0,0,0
1949,1,1,0,0,0
1950,0,1,0,0,1
1951,0,1,0,0,1
1952,1,1,0,0,0
1954,0,1,0,0,0
1955,1,1,0,0,0
1956,0,1,0,0,0
1960,0,1,0,0,0
1961,1,1,0,0,1
1962,0,1,0,0,1
1965,0,1,0,0,1
1966,1,1,0,0,0
1967,0,1,0,0,1
1968,0,1,0,0,1
1969,1,1,0,0,0
1970,0,1,0,0,0
1971,0,1,1,0,0
1972,0,1,0,-1,1
1973,0,0,1,-1,1
1974,1,1,0,0,0
1975,0,1,1,0,1
1976,1,1,0,0,0
1979,0,1,1,0,1
1980,1,1,0,0,0
1981,1,1,0,0,0
1982,1,1,0,0,0
1985,0,1,0,0,0
1986,0,1,0,0,1
1987,1,1,0,-1,1
1989,0,1,0,0,0
1992,1,1,0,0,0
1993,0,1,1,0,0
1994,1,1,0,0,0
1995,0,1,1,0,1
1996,0,1,0,0,1
1997,0,1,0,0,0
1998,1,1,0,0,0
1999,1,1,0,0,0
2000,0,1,1,0,1
2003,0,1,0,0,0
2007,1,1,0,0,0
2008,1,1,0,0,0
2009,0,1,0,0,0
2010,1,1,0,0,0
2012,1,1,0,0,0
2013,0,1,0,0,1
2014,1,1,0,0,0
2015,0,1,1,0,1
2016,0,1,1,0,1
2017,0,1,1,0,1
2018,0,1,0,0,1
2019,0,1,0,0,1
2020,1,1,0,0,0
2021,1,1,0,0,1
2022,1,1,1,0,1
2023,0,1,0,0,1
2024,0,1,0,0,1
2025,1,1,0,0,0
2026,0,1,1,0,0
2027,0,1,0,0,0
2031,0,1,1,0,1
2032,0,1,0,0,0
2034,1,1,1,0,0
2035,0,1,0,0,1
2036,0,1,1,0,1
2037,0,1,0,0,1
2038,1,1,0,0,0
2040,1,1,0,-1,1
2041,0,1,0,0,1
2044,0,1,0,0,1
2045,0,1,0,0,1
2046,1,1,0,0,1
2048,1,1,0,0,0
2049,0,1,0,0,0
2051,1,1,0,0,0
2052,1,1,0,0,0
2053,0,1,0,0,0
2054,1,1,0,0,0
2055,0,1,0,0,1
2056,0,1,1,0,1
2057,1,1,0,0,0
2060,1,1,0,0,1
2061,0,1,0,0,0
2062,0,1,0,0,0
2064,0,1,0,0,0
2065,0,1,0,0,1
2068,0,1,0,0,0
